challenge_id,evidence_id,source_manifest,source_batch,source_row_id,image_path,original_review_bucket,fitting_class_if_any,challenge_category,challenge_reason,baseline_001_prediction,baseline_002_prediction,baseline_003_prediction,review_action,expected_handling,include_for_challenge,notes
challenge_v1_dry_0069,large_dr_b001_exudate_000428,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0044; errslice_0134,train/17222_right.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0044; errslice_0134; contact_sheets=contact_sheets/errslice_003.jpg; contact_sheets/errslice_009.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0070,large_dr_b001_exudate_000430,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0045; errslice_0135,train/17331_left.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0045; errslice_0135; contact_sheets=contact_sheets/errslice_003.jpg; contact_sheets/errslice_009.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0071,large_dr_b001_exudate_000431,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0046; errslice_0136,train/17332_left.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0046; errslice_0136; contact_sheets=contact_sheets/errslice_003.jpg; contact_sheets/errslice_009.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0072,large_dr_b001_exudate_000442,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0047; errslice_0137,train/17694_left.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0047; errslice_0137; contact_sheets=contact_sheets/errslice_003.jpg; contact_sheets/errslice_009.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0073,large_dr_b001_exudate_000452,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0050; errslice_0140,train/18233_left.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0050; errslice_0140; contact_sheets=contact_sheets/errslice_004.jpg; contact_sheets/errslice_009.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0074,large_dr_b001_exudate_000453,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0141,train/18255_left.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,,mixed_hemorrhage_exudate_pattern,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=1; source_run_names=baseline_002; source_review_row_ids=errslice_0141; contact_sheets=contact_sheets/errslice_009.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=
challenge_v1_dry_0075,large_dr_b001_exudate_000454,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0051; errslice_0142,train/18325_left.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0051; errslice_0142; contact_sheets=contact_sheets/errslice_004.jpg; contact_sheets/errslice_009.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0076,large_dr_b001_exudate_000455,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0052; errslice_0143,train/18372_left.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0052; errslice_0143; contact_sheets=contact_sheets/errslice_004.jpg; contact_sheets/errslice_009.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0077,large_dr_b001_exudate_000456,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0053; errslice_0144,train/18416_left.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0053; errslice_0144; contact_sheets=contact_sheets/errslice_004.jpg; contact_sheets/errslice_009.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0078,large_dr_b001_exudate_000462,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0054; errslice_0145,train/18495_left.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0054; errslice_0145; contact_sheets=contact_sheets/errslice_004.jpg; contact_sheets/errslice_010.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0079,large_dr_b001_exudate_000464,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0055; errslice_0146,train/18570_left.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0055; errslice_0146; contact_sheets=contact_sheets/errslice_004.jpg; contact_sheets/errslice_010.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0080,large_dr_b001_mixed_000329,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0148,train/31143_left.jpeg,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,needs_second_review_boundary,Round 1 marked this mixed_hemorrhage_exudate_pattern -> exudate_macular_pattern_dominant case as ambiguous and needing second review.,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=1; source_run_names=baseline_002; source_review_row_ids=errslice_0148; contact_sheets=contact_sheets/errslice_010.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=
challenge_v1_dry_0081,large_dr_b001_mixed_000345,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0155,train/32668_left.jpeg,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,needs_second_review_boundary,Round 1 marked this mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant case as ambiguous and needing second review.,dr_pattern_dominant,dr_pattern_dominant,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=1; source_run_names=baseline_002; source_review_row_ids=errslice_0155; contact_sheets=contact_sheets/errslice_010.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=
challenge_v1_dry_0082,large_dr_b001_mixed_000349,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0065,train/32791_left.jpeg,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,needs_second_review_boundary,Round 1 marked this mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant case as ambiguous and needing second review.,dr_pattern_dominant,dr_pattern_dominant,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=1; source_run_names=baseline_001; source_review_row_ids=errslice_0065; contact_sheets=contact_sheets/errslice_005.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=
challenge_v1_dry_0083,large_dr_b001_mixed_000370,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0069; errslice_0161,train/34690_left.jpeg,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,needs_second_review_boundary,Round 1 marked this mixed_hemorrhage_exudate_pattern -> exudate_macular_pattern_dominant case as ambiguous and needing second review.,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0069; errslice_0161; contact_sheets=contact_sheets/errslice_005.jpg; contact_sheets/errslice_011.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0084,large_dr_b001_mixed_000380,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0072,train/35855_left.jpeg,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,needs_second_review_boundary,Round 1 marked this mixed_hemorrhage_exudate_pattern -> exudate_macular_pattern_dominant case as ambiguous and needing second review.,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=1; source_run_names=baseline_001; source_review_row_ids=errslice_0072; contact_sheets=contact_sheets/errslice_005.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=
challenge_v1_dry_0085,large_dr_b001_mixed_000390,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0073; errslice_0165,train/36627_right.jpeg,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,needs_second_review_boundary,Round 1 marked this mixed_hemorrhage_exudate_pattern -> exudate_macular_pattern_dominant case as ambiguous and needing second review.,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0073; errslice_0165; contact_sheets=contact_sheets/errslice_005.jpg; contact_sheets/errslice_011.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0086,large_dr_b001_mixed_000394,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0075,train/36907_left.jpeg,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,needs_second_review_boundary,Round 1 marked this mixed_hemorrhage_exudate_pattern -> exudate_macular_pattern_dominant case as ambiguous and needing second review.,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=1; source_run_names=baseline_001; source_review_row_ids=errslice_0075; contact_sheets=contact_sheets/errslice_005.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=
challenge_v1_dry_0087,large_dr_b001_mixed_000400,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0170,train/37612_right.jpeg,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,needs_second_review_boundary,Round 1 marked this mixed_hemorrhage_exudate_pattern -> exudate_macular_pattern_dominant case as ambiguous and needing second review.,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=1; source_run_names=baseline_002; source_review_row_ids=errslice_0170; contact_sheets=contact_sheets/errslice_011.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=
challenge_v1_dry_0088,large_dr_b001_mixed_000418,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0175,train/39869_right.jpeg,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,needs_second_review_boundary,Round 1 marked this mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant case as ambiguous and needing second review.,dr_pattern_dominant,dr_pattern_dominant,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=1; source_run_names=baseline_002; source_review_row_ids=errslice_0175; contact_sheets=contact_sheets/errslice_011.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=
challenge_v1_dry_0089,large_dr_b001_mixed_000425,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0179,train/40354_left.jpeg,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,needs_second_review_boundary,Round 1 marked this mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant case as ambiguous and needing second review.,dr_pattern_dominant,dr_pattern_dominant,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=1; source_run_names=baseline_002; source_review_row_ids=errslice_0179; contact_sheets=contact_sheets/errslice_012.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=
challenge_v1_dry_0090,large_dr_b001_mixed_000434,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0090,train/41173_left.jpeg,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,needs_second_review_boundary,Round 1 marked this mixed_hemorrhage_exudate_pattern -> exudate_macular_pattern_dominant case as ambiguous and needing second review.,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=1; source_run_names=baseline_001; source_review_row_ids=errslice_0090; contact_sheets=contact_sheets/errslice_006.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=
challenge_v1_dry_0091,large_dr_b001_mixed_000448,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0190,train/42448_left.jpeg,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,needs_second_review_boundary,Round 1 marked this mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant case as ambiguous and needing second review.,dr_pattern_dominant,dr_pattern_dominant,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=1; source_run_names=baseline_002; source_review_row_ids=errslice_0190; contact_sheets=contact_sheets/errslice_012.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=
challenge_v1_dry_0092,large_dr_b001_mixed_000450,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0096,train/42715_left.jpeg,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,needs_second_review_boundary,Round 1 marked this mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant case as ambiguous and needing second review.,dr_pattern_dominant,dr_pattern_dominant,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=1; source_run_names=baseline_001; source_review_row_ids=errslice_0096; contact_sheets=contact_sheets/errslice_006.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=
challenge_v1_dry_0093,large_dr_b001_mixed_000452,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0098; errslice_0193,train/42871_left.jpeg,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,needs_second_review_boundary,Round 1 marked this mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant case as ambiguous and needing second review.,dr_pattern_dominant,dr_pattern_dominant,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0098; errslice_0193; contact_sheets=contact_sheets/errslice_007.jpg; contact_sheets/errslice_013.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0097,large_dr_b001_mixed_000339,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0061; errslice_0152,train/31940_right.jpeg,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,label_boundary_correction_candidate,Round 1 proposed a label-boundary correction toward the model prediction for mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant.,dr_pattern_dominant,dr_pattern_dominant,,relabel_to_predicted,label_boundary_candidate_requires_review,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0061; errslice_0152; contact_sheets=contact_sheets/errslice_004.jpg; contact_sheets/errslice_010.jpg; proposal_status=proposal_only_relabel_to_predicted; proposed_corrected_bucket=dr_pattern_dominant; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0098,large_dr_b001_mixed_000345,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0064,train/32668_left.jpeg,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,label_boundary_correction_candidate,Round 1 proposed a label-boundary correction toward the model prediction for mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant.,dr_pattern_dominant,dr_pattern_dominant,,relabel_to_predicted,label_boundary_candidate_requires_review,yes_dry_run_only,dedupe_source_rows=1; source_run_names=baseline_001; source_review_row_ids=errslice_0064; contact_sheets=contact_sheets/errslice_004.jpg; proposal_status=proposal_only_relabel_to_predicted; proposed_corrected_bucket=dr_pattern_dominant
challenge_v1_dry_0099,large_dr_b001_mixed_000349,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0156,train/32791_left.jpeg,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,label_boundary_correction_candidate,Round 1 proposed a label-boundary correction toward the model prediction for mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant.,dr_pattern_dominant,dr_pattern_dominant,,relabel_to_predicted,label_boundary_candidate_requires_review,yes_dry_run_only,dedupe_source_rows=1; source_run_names=baseline_002; source_review_row_ids=errslice_0156; contact_sheets=contact_sheets/errslice_010.jpg; proposal_status=proposal_only_relabel_to_predicted; proposed_corrected_bucket=dr_pattern_dominant
challenge_v1_dry_0101,large_dr_b001_mixed_000367,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0068; errslice_0159,train/34274_right.jpeg,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,label_boundary_correction_candidate,Round 1 proposed a label-boundary correction toward the model prediction for mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant.,dr_pattern_dominant,dr_pattern_dominant,,relabel_to_predicted,label_boundary_candidate_requires_review,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0068; errslice_0159; contact_sheets=contact_sheets/errslice_005.jpg; contact_sheets/errslice_010.jpg; proposal_status=proposal_only_relabel_to_predicted; proposed_corrected_bucket=dr_pattern_dominant; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0105,large_dr_b001_mixed_000394,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0167,train/36907_left.jpeg,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,label_boundary_correction_candidate,Round 1 proposed a label-boundary correction toward the model prediction for mixed_hemorrhage_exudate_pattern -> exudate_macular_pattern_dominant.,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,,relabel_to_predicted,label_boundary_candidate_requires_review,yes_dry_run_only,dedupe_source_rows=1; source_run_names=baseline_002; source_review_row_ids=errslice_0167; contact_sheets=contact_sheets/errslice_011.jpg; proposal_status=proposal_only_relabel_to_predicted; proposed_corrected_bucket=exudate_macular_pattern_dominant
challenge_v1_dry_0110,large_dr_b001_mixed_000415,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0081,train/39365_right.jpeg,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,label_boundary_correction_candidate,Round 1 proposed a label-boundary correction toward the model prediction for mixed_hemorrhage_exudate_pattern -> exudate_macular_pattern_dominant.,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,,relabel_to_predicted,label_boundary_candidate_requires_review,yes_dry_run_only,dedupe_source_rows=1; source_run_names=baseline_001; source_review_row_ids=errslice_0081; contact_sheets=contact_sheets/errslice_006.jpg; proposal_status=proposal_only_relabel_to_predicted; proposed_corrected_bucket=exudate_macular_pattern_dominant
challenge_v1_dry_0112,large_dr_b001_mixed_000418,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0083,train/39869_right.jpeg,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,label_boundary_correction_candidate,Round 1 proposed a label-boundary correction toward the model prediction for mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant.,dr_pattern_dominant,dr_pattern_dominant,,relabel_to_predicted,label_boundary_candidate_requires_review,yes_dry_run_only,dedupe_source_rows=1; source_run_names=baseline_001; source_review_row_ids=errslice_0083; contact_sheets=contact_sheets/errslice_006.jpg; proposal_status=proposal_only_relabel_to_predicted; proposed_corrected_bucket=dr_pattern_dominant
challenge_v1_dry_0114,large_dr_b001_mixed_000425,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0086,train/40354_left.jpeg,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,label_boundary_correction_candidate,Round 1 proposed a label-boundary correction toward the model prediction for mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant.,dr_pattern_dominant,dr_pattern_dominant,,relabel_to_predicted,label_boundary_candidate_requires_review,yes_dry_run_only,dedupe_source_rows=1; source_run_names=baseline_001; source_review_row_ids=errslice_0086; contact_sheets=contact_sheets/errslice_006.jpg; proposal_status=proposal_only_relabel_to_predicted; proposed_corrected_bucket=dr_pattern_dominant
challenge_v1_dry_0116,large_dr_b001_mixed_000427,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0088; errslice_0181,train/40538_right.jpeg,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,label_boundary_correction_candidate,Round 1 proposed a label-boundary correction toward the model prediction for mixed_hemorrhage_exudate_pattern -> dr_pattern_dominant.,dr_pattern_dominant,dr_pattern_dominant,,relabel_to_predicted,label_boundary_candidate_requires_review,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0088; errslice_0181; contact_sheets=contact_sheets/errslice_006.jpg; contact_sheets/errslice_012.jpg; proposal_status=proposal_only_relabel_to_predicted; proposed_corrected_bucket=dr_pattern_dominant; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0118,large_dr_b001_mixed_000434,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0184,train/41173_left.jpeg,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,label_boundary_correction_candidate,Round 1 proposed a label-boundary correction toward the model prediction for mixed_hemorrhage_exudate_pattern -> exudate_macular_pattern_dominant.,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,,relabel_to_predicted,label_boundary_candidate_requires_review,yes_dry_run_only,dedupe_source_rows=1; source_run_names=baseline_002; source_review_row_ids=errslice_0184; contact_sheets=contact_sheets/errslice_012.jpg; proposal_status=proposal_only_relabel_to_predicted; proposed_corrected_bucket=exudate_macular_pattern_dominant
